Depol_residual,Run,Theta_deg,Delta_rad,Omega_zero_deg_s,Omega_signal_deg_s,Paired_delta_Omega_deg_s,Mean_visibility
0.05,8,27.6561773203387,-0.102347529959859,-1.31836198605651e-05,8.60050211834888e-05,9.91886410440539e-05,0.993519741050625
0.05,9,3.98770003070756,-0.484698079064969,5.6002613300093e-05,0.000154290796200531,9.82881829004385e-05,0.993591446350053
0.05,10,-8.19376350652481,0.226529465834898,-3.97177202124888e-06,9.74704761480525e-05,0.000101442248169301,0.99359553247027
0.05,11,-12.7968985757532,-0.199111461880365,3.14213942311026e-05,0.000136898363874921,0.000105476969643818,0.993513672220927
0.05,12,-9.27888772140767,0.470830846688624,2.49120272717368e-05,0.000118577437450467,9.36654101787302e-05,0.993174860997755
0.05,13,12.7585753653029,0.269001442261699,1.07800741557672e-05,0.000107007089068385,9.62270149126182e-05,0.993368684406481
0.05,14,15.4041755611662,-0.225116757834336,-1.06607638894042e-05,9.01853778117683e-05,0.000100846141701173,0.993369611500835
0.05,15,-19.1099191423279,0.333401825864016,5.09239810342001e-05,0.000149135643590358,9.82116625561577e-05,0.992666344043633
0.05,16,-29.5976292008073,-0.171142181416043,-3.37333549031477e-05,6.34778642641388e-05,9.72112191672864e-05,0.993160930264033
0.05,17,-27.0748640718781,0.0558281111452338,-7.7490306784473e-06,9.29425507302495e-05,0.000100691581408697,0.993644538762515
0.05,18,-29.0327471533893,0.0261220974575634,-2.92090317159153e-05,6.76549185569318e-05,9.68639502728471e-05,0.9936831741949
0.05,19,26.2050608651727,0.173713953129588,1.04672902643707e-05,0.000111571368624448,0.000101104078360077,0.993227186420537
0.05,20,7.2703279931552,-0.373886247750256,8.05851324696044e-06,0.000104403548744075,9.63450354971146e-05,0.993486049861672
0.05,21,-26.675807330441,-0.149985819290389,-2.32174615678216e-05,7.77565991113033e-05,0.000100974060679125,0.993337044358328
0.05,22,5.71766877798078,-0.27839270674328,3.12995554965731e-06,0.000110002280776054,0.000106872325226397,0.993621580780968
0.05,23,-20.1905636104503,0.43539031146606,4.32075167543256e-05,0.000153260759013158,0.000110053242258832,0.991804558618383
0.05,24,-4.65580958371986,-0.367720792124354,1.05986710699678e-05,0.000110421312044681,9.98226409747133e-05,0.993611259207568
0.05,25,-12.7230744901469,0.338260870211096,7.04035786995176e-07,0.000101540530391035,0.000100836494604039,0.993187750230729
0.05,26,-24.3116510512366,-0.216030835966127,1.25048850768536e-06,0.000102189585332877,0.000100939096825192,0.993048451677047
0.05,27,29.7094106272753,-0.303196723778948,-7.09639704831796e-05,2.8672098136341e-05,9.96360686195206e-05,0.992025959456406
0.05,28,8.55041657156982,0.253518170570593,4.43077294027416e-05,0.000142900517228844,9.85927878261022e-05,0.993560070408421
